Ref,Val,Package,PosX,PosY,Rot,Side
"","","",111.017000,-73.711000,0.000000,top
"","","",86.357000,-81.931000,0.000000,top
"","","",93.190000,-90.150000,0.000000,top
"","","",94.590000,-118.940000,0.000000,top
"","","",93.190000,-114.810000,0.000000,top
"","","",95.930000,-97.000000,0.000000,top
"","","",94.590000,-116.200000,0.000000,top
"","","",104.167000,-80.561000,0.000000,top
"","","",90.480000,-121.680000,0.000000,top
"","","",90.450000,-114.810000,0.000000,top
"","","",83.630000,-117.570000,0.000000,top
"","","",84.970000,-97.000000,0.000000,top
"","","",94.590000,-117.570000,0.000000,top
"","","",98.700000,-125.790000,0.000000,top
"","","",94.560000,-99.740000,0.000000,top
"","","",109.647000,-73.711000,0.000000,top
"","","",113.335000,-114.224000,0.000000,top
"","","",91.850000,-120.310000,0.000000,top
"","","",84.987000,-75.081000,0.000000,top
"","","",84.970000,-113.440000,0.000000,top
"","","",101.440000,-117.570000,0.000000,top
"","","",105.537000,-73.711000,0.000000,top
"","","",83.600000,-97.000000,0.000000,top
"","","",87.727000,-73.711000,0.000000,top
"","","",84.970000,-114.810000,0.000000,top
"","","",89.080000,-99.740000,0.000000,top
"","","",93.190000,-88.780000,0.000000,top
"","","",100.070000,-118.940000,0.000000,top
"","","",90.467000,-75.081000,0.000000,top
"","","",104.180000,-124.420000,0.000000,top
"","","",108.277000,-76.451000,0.000000,top
"","","",100.057000,-73.711000,0.000000,top
"","","",100.000000,-114.224000,0.000000,top
"","","",97.604000,-84.252000,0.000000,top
"","","",94.560000,-101.110000,0.000000,top
"","","",83.617000,-75.081000,0.000000,top
"","","",94.560000,-90.150000,0.000000,top
"","","",89.110000,-121.680000,0.000000,top
"","","",91.820000,-95.630000,0.000000,top
"","","",105.537000,-79.191000,0.000000,top
"","","",91.820000,-102.480000,0.000000,top
"","","",87.710000,-97.000000,0.000000,top
"","","",105.550000,-118.940000,0.000000,top
"","","",90.450000,-84.670000,0.000000,top
"","","",102.810000,-120.310000,0.000000,top
"","","",86.370000,-120.310000,0.000000,top
"","","",104.167000,-81.931000,0.000000,top
"","","",83.600000,-98.370000,0.000000,top
"","","",98.554000,-104.826000,0.000000,top
"","","",112.387000,-80.561000,0.000000,top
"","","",91.837000,-76.451000,0.000000,top
"","","",84.970000,-102.480000,0.000000,top
"","","",87.740000,-125.790000,0.000000,top
"","","",94.560000,-105.220000,0.000000,top
"","","",86.340000,-95.630000,0.000000,top
"","","",93.207000,-79.191000,0.000000,top
"","","",91.837000,-75.081000,0.000000,top
"","","",105.537000,-77.821000,0.000000,top
"","","",112.387000,-73.711000,0.000000,top
"","","",83.600000,-109.330000,0.000000,top
"","","",86.340000,-83.300000,0.000000,top
"","","",86.370000,-117.570000,0.000000,top
"","","",90.467000,-81.931000,0.000000,top
"","","",83.600000,-106.590000,0.000000,top
"","","",91.820000,-107.960000,0.000000,top
"","","",91.820000,-114.810000,0.000000,top
"","","",94.560000,-102.480000,0.000000,top
"","","",93.190000,-110.700000,0.000000,top
"","","",89.097000,-73.711000,0.000000,top
"","","",93.190000,-107.960000,0.000000,top
"","","",91.820000,-113.440000,0.000000,top
"","","",104.180000,-121.680000,0.000000,top
"","","",101.440000,-120.310000,0.000000,top
"","","",112.400000,-125.790000,0.000000,top
"","","",89.080000,-84.670000,0.000000,top
"","","",86.340000,-110.700000,0.000000,top
"","","",83.600000,-95.630000,0.000000,top
"","","",89.097000,-75.081000,0.000000,top
"","","",87.710000,-103.850000,0.000000,top
"","","",108.290000,-117.570000,0.000000,top
"","","",104.167000,-79.191000,0.000000,top
"","","",95.930000,-103.850000,0.000000,top
"","","",109.660000,-118.940000,0.000000,top
"","","",94.560000,-112.070000,0.000000,top
"","","",83.630000,-120.310000,0.000000,top
"","","",95.960000,-124.420000,0.000000,top
"","","",109.647000,-81.931000,0.000000,top
"","","",86.370000,-124.420000,0.000000,top
"","","",111.030000,-116.200000,0.000000,top
"","","",84.987000,-73.711000,0.000000,top
"","","",90.480000,-120.310000,0.000000,top
"","","",94.560000,-92.890000,0.000000,top
"","","",84.970000,-107.960000,0.000000,top
"","","",91.820000,-103.850000,0.000000,top
"","","",99.011000,-112.678000,0.000000,top
"","","",106.907000,-79.191000,0.000000,top
"","","",87.727000,-75.081000,0.000000,top
"","","",86.370000,-121.680000,0.000000,top
"","","",95.930000,-99.740000,0.000000,top
"","","",93.190000,-106.590000,0.000000,top
"","","",89.110000,-117.570000,0.000000,top
"","","",84.970000,-94.260000,0.000000,top
"","","",83.600000,-94.260000,0.000000,top
"","","",87.710000,-87.410000,0.000000,top
"","","",89.097000,-77.821000,0.000000,top
"","","",101.905000,-114.224000,0.000000,top
"","","",94.577000,-80.561000,0.000000,top
"","","",103.705000,-114.224000,0.000000,top
"","","",87.710000,-107.960000,0.000000,top
"","","",83.600000,-107.960000,0.000000,top
"","","",89.110000,-123.050000,0.000000,top
"","","",95.930000,-109.330000,0.000000,top
"","","",93.190000,-102.480000,0.000000,top
"","","",94.560000,-113.440000,0.000000,top
"","","",90.450000,-106.590000,0.000000,top
"","","",110.441000,-112.678000,0.000000,top
"","","",97.330000,-116.200000,0.000000,top
"","","",98.700000,-117.570000,0.000000,top
"","","",95.930000,-95.630000,0.000000,top
"","","",108.536000,-112.678000,0.000000,top
"","","",90.450000,-83.300000,0.000000,top
"","","",112.400000,-124.420000,0.000000,top
"","","",83.630000,-121.680000,0.000000,top
"","","",98.700000,-124.420000,0.000000,top
"","","",87.710000,-99.740000,0.000000,top
"","","",84.970000,-92.890000,0.000000,top
"","","",86.340000,-87.410000,0.000000,top
"","","",93.190000,-83.300000,0.000000,top
"","","",101.427000,-79.191000,0.000000,top
"","","",94.560000,-87.410000,0.000000,top
"","","",93.190000,-97.000000,0.000000,top
"","","",93.220000,-116.200000,0.000000,top
"","","",95.930000,-84.670000,0.000000,top
"","","",83.600000,-83.300000,0.000000,top
"","","",111.017000,-79.191000,0.000000,top
"","","",98.687000,-75.081000,0.000000,top
"","","",87.740000,-121.680000,0.000000,top
"","","",86.340000,-97.000000,0.000000,top
"","","",109.647000,-75.081000,0.000000,top
"","","",86.340000,-92.890000,0.000000,top
"","","",91.820000,-98.370000,0.000000,top
"","","",93.190000,-113.440000,0.000000,top
"","","",91.820000,-88.780000,0.000000,top
"","","",94.560000,-107.960000,0.000000,top
"","","",100.070000,-125.790000,0.000000,top
"","","",90.450000,-103.850000,0.000000,top
"","","",87.727000,-76.451000,0.000000,top
"","","",91.820000,-87.410000,0.000000,top
"","","",83.630000,-118.940000,0.000000,top
"","","",94.560000,-91.520000,0.000000,top
"","","",109.660000,-125.790000,0.000000,top
"","","",87.710000,-102.480000,0.000000,top
"","","",100.057000,-80.561000,0.000000,top
"","","",87.727000,-80.561000,0.000000,top
"","","",111.030000,-120.310000,0.000000,top
"","","",84.970000,-106.590000,0.000000,top
"","","",87.710000,-83.300000,0.000000,top
"","","",84.987000,-79.191000,0.000000,top
"","","",95.930000,-110.700000,0.000000,top
"","","",112.387000,-79.191000,0.000000,top
"","","",89.080000,-92.890000,0.000000,top
"","","",106.920000,-120.310000,0.000000,top
"","","",94.577000,-81.931000,0.000000,top
"","","",93.190000,-105.220000,0.000000,top
"","","",86.370000,-116.200000,0.000000,top
"","","",83.600000,-99.740000,0.000000,top
"","","",87.710000,-92.890000,0.000000,top
"","","",100.916000,-112.678000,0.000000,top
"","","",90.467000,-77.821000,0.000000,top
"","","",84.970000,-83.300000,0.000000,top
"","","",108.290000,-123.050000,0.000000,top
"","","",93.190000,-91.520000,0.000000,top
"","","",102.797000,-76.451000,0.000000,top
